Parent_name,Gram_stain,Motility,Cell_shape,Culture_temperature_range,Oxygen_tolerance,Spore_formation,Biosafety_level
Actinokineospora cianjurensis,positive,yes,rod,mesophilic,NA,yes,BSL-1
Actinokineospora cibodasensis,positive,yes,rod,mesophilic,NA,yes,BSL-1
Actinokineospora diospyrosa,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora enzanensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora fastidiosa,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora globicatena,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora guangxiensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora inagensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora iranica,NA,NA,NA,NA,NA,NA,BSL-1
Actinokineospora pegani,NA,NA,NA,NA,NA,NA,NA
Actinokineospora riparia,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinokineospora soli,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinokineospora spheciospongiae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinokineospora terrae,NA,NA,NA,NA,NA,NA,NA
Actinomadura adrarensis,negative,no,NA,mesophilic,NA,NA,BSL-1
Actinomadura alba,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura algeriensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura alkaliterrae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura apis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura atramentaria,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura bangladeshensis,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura barringtoniae,positive,no,NA,mesophilic,NA,yes,NA
Actinomadura catellatispora,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura chibensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura chokoriensis,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura citrea,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura coerulea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura craniellae,positive,no,NA,mesophilic,NA,yes,NA
Actinomadura darangshiensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura decatromicini,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura deserti,positive,NA,NA,mesophilic,NA,NA,NA
Actinomadura fibrosa,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura flavalba,positive,no,rod,mesophilic,NA,yes,BSL-1
Actinomadura formosensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura fulvescens,NA,NA,NA,NA,NA,NA,NA
Actinomadura gamaensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura geliboluensis,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinomadura glauciflava,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura graeca,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura hallensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura hankyongensis,NA,NA,NA,NA,NA,NA,NA
Actinomadura harenae,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura hibisca,NA,NA,NA,NA,NA,NA,NA
Actinomadura jiaoheensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura keratinilytica,positive,no,NA,thermophilic,NA,yes,BSL-1
Actinomadura kijaniata,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura latina,NA,NA,NA,mesophilic,NA,NA,BSL-2
Actinomadura lepetitiana,NA,NA,NA,NA,NA,NA,NA
Actinomadura litoris,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura livida,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura logoneensis,NA,NA,NA,mesophilic,NA,yes,NA
Actinomadura luteofluorescens,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura macra,NA,NA,NA,NA,NA,NA,NA
Actinomadura macrotermitis,NA,NA,NA,NA,NA,NA,NA
Actinomadura madurae,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura maheshkhaliensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura meridiana,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinomadura mexicana,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura meyerae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura miaoliensis,NA,NA,NA,NA,NA,NA,NA
Actinomadura montaniterrae,positive,NA,NA,NA,NA,yes,NA
Actinomadura namibiensis,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura napierensis,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura nitritigenes,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura oligospora,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura parmotrematis,NA,NA,NA,NA,NA,NA,NA
Actinomadura pelletieri,NA,NA,NA,NA,NA,NA,NA
Actinomadura physcomitrii,positive,NA,NA,mesophilic,NA,yes,NA
Actinomadura rayongensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura rhizosphaerae,positive,no,NA,mesophilic,NA,yes,NA
Actinomadura rifamycini,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura roseirufa,positive,no,NA,NA,NA,yes,NA
Actinomadura rubrisoli,NA,NA,NA,mesophilic,NA,NA,NA
Actinomadura rubteroloni,NA,NA,NA,NA,NA,NA,NA
Actinomadura rudentiformis,positive,NA,NA,mesophilic,NA,no,BSL-1
Actinomadura rugatobispora,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura rupiterrae,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinomadura scrupuli,positive,no,rod,mesophilic,NA,no,BSL-1
Actinomadura sediminis,positive,no,NA,NA,NA,yes,NA
Actinomadura soli,NA,NA,NA,NA,NA,NA,NA
Actinomadura spongiicola,NA,NA,NA,NA,NA,NA,NA
Actinomadura sporangiiformans,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura sputi,NA,NA,NA,mesophilic,microaerophile,NA,BSL-1
Actinomadura syzygii,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura verrucosospora,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura vinacea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura violacea,NA,NA,NA,NA,NA,NA,NA
Actinomadura viridilutea,NA,NA,NA,thermophilic,NA,NA,BSL-1
Actinomadura viridis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomadura xylanilytica,positive,no,NA,mesophilic,NA,no,BSL-1
Actinomadura yumaensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomarinicola tropica,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces bouchesdurhonensis,NA,NA,NA,NA,NA,NA,NA
Actinomyces bovis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces bowdenii,NA,NA,NA,mesophilic,microaerophile,NA,NA
Actinomyces capricornis,NA,NA,NA,NA,NA,NA,NA
Actinomyces catuli,NA,NA,NA,mesophilic,microaerophile,NA,NA
Actinomyces dentalis,positive,no,rod,mesophilic,NA,no,BSL-2
Actinomyces denticolens,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces faecalis,NA,NA,NA,NA,NA,NA,NA
Actinomyces gaoshouyii,positive,no,rod,mesophilic,NA,no,BSL-1
Actinomyces gerencseriae,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces graevenitzii,NA,NA,NA,mesophilic,microaerophile,NA,NA
Actinomyces haliotis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomyces howellii,NA,NA,NA,NA,NA,NA,NA
Actinomyces israelii,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces johnsonii,NA,NA,NA,NA,NA,NA,NA
Actinomyces lilanjuaniae,positive,no,rod,mesophilic,NA,no,NA
Actinomyces lingnae,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces marmotae,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces massiliensis,positive,NA,rod,mesophilic,NA,no,BSL-2
Actinomyces naeslundii,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces odonlyticus,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces oralis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces oricola,positive,no,rod,mesophilic,NA,no,BSL-1
Actinomyces oris,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces polynesiensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces procaprae,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces provencensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces qiguomingii,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces radicidentis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces respiraculi,NA,NA,NA,NA,NA,NA,NA
Actinomyces ruminicola,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomyces schaalii,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces slackii,NA,NA,NA,NA,NA,NA,NA
Actinomyces timonensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces trachealis,NA,NA,NA,NA,NA,NA,NA
Actinomyces urogenitalis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces viscosus,NA,NA,NA,mesophilic,NA,NA,NA
Actinomyces vulturis,positive,no,rod,NA,NA,no,BSL-1
Actinomyces weissii,positive,no,rod,mesophilic,NA,no,BSL-2
Actinomyces wuliandei,NA,NA,NA,mesophilic,NA,NA,NA
Actinomycetospora atypica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora callitridis,NA,NA,NA,mesophilic,NA,NA,NA
Actinomycetospora chiangmaiensis,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinomycetospora chibensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora chlora,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora cinnamomea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora corticicola,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora endophytica,positive,NA,NA,NA,NA,yes,NA
Actinomycetospora iriomotensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora lutea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora rhizophila,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora rishiriensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora straminea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinomycetospora succinea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinophytocola algeriensis,positive,no,NA,NA,NA,NA,BSL-1
Actinophytocola burenkhanensis,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinophytocola corallinus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinophytocola gilvus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinophytocola glycyrrhizae,positive,no,NA,mesophilic,NA,yes,NA
Actinophytocola oryzae,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinophytocola sediminis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinophytocola timorensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinophytocola xanthii,positive,no,NA,NA,NA,yes,BSL-1
Actinophytocola xinjiangensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes abujensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes arizonaensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes atraurantiacus,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes auranticolor,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes awajinensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes bogorensis,NA,NA,NA,NA,NA,NA,BSL-1
Actinoplanes brasiliensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes campanulatus,NA,NA,NA,NA,NA,NA,NA
Actinoplanes capillaceus,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes cibodasensis,NA,NA,NA,NA,NA,NA,BSL-1
Actinoplanes consettensis,NA,NA,NA,NA,NA,NA,NA
Actinoplanes couchii,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes cyaneus,NA,NA,NA,NA,NA,NA,NA
Actinoplanes deccanensis,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes derwentensis,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes deserti,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes digitatis,NA,NA,NA,NA,NA,NA,NA
Actinoplanes durhamensis,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes ferrugineus,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes flavus,NA,NA,NA,NA,NA,NA,NA
Actinoplanes friuliensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes garbadinensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes globisporus,NA,NA,NA,NA,NA,NA,NA
Actinoplanes gratiae,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes hulinensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes humidus,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes ianthinogenes,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes italicus,NA,NA,NA,NA,NA,NA,NA
Actinoplanes lichenicola,NA,NA,NA,NA,NA,NA,NA
Actinoplanes lichenis,negative,NA,NA,NA,NA,NA,BSL-1
Actinoplanes liguriensis,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes lobatus,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes luteus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes lutulentus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes missouriensis,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes nipponensis,NA,NA,NA,NA,NA,NA,NA
Actinoplanes nirasakinensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes octamycinicus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes ovalisporus,NA,NA,NA,NA,NA,NA,NA
Actinoplanes palleronii,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes philippinensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes purpeobrunneus,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes pyriformis,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes ramoplaninifer,positive,NA,NA,NA,NA,yes,NA
Actinoplanes rectilineatus,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes regularis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes rhizophilus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes rishiriensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinoplanes sediminis,positive,NA,NA,NA,NA,yes,BSL-1
Actinoplanes siamensis,positive,yes,ovoid,NA,NA,yes,BSL-1
Actinoplanes sichuanensis,positive,yes,NA,mesophilic,NA,yes,BSL-1
Actinoplanes solisilvae,positive,yes,NA,mesophilic,NA,yes,NA
Actinoplanes subglobosus,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes teichomyceticus,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes tereljensis,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes toevensis,positive,NA,NA,mesophilic,NA,yes,BSL-1
Actinoplanes tropicalis,NA,NA,NA,NA,NA,NA,BSL-1
Actinoplanes tuftoflagellus,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes utahensis,NA,NA,NA,NA,NA,NA,NA
Actinoplanes violaceus,NA,NA,NA,mesophilic,NA,NA,NA
Actinoplanes xinjiangensis,positive,yes,NA,mesophilic,NA,yes,BSL-1
Actinoplanes yunnanensis,NA,NA,NA,mesophilic,NA,NA,NA
Actinopolymorpha alba,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolymorpha cephalotaxi,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolymorpha pittospori,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolymorpha rutila,positive,no,rod,mesophilic,NA,no,BSL-1
Actinopolymorpha singaporensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora alba,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora algeriensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora biskrensis,NA,NA,NA,NA,NA,NA,NA
Actinopolyspora erythraea,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora halophila,NA,NA,NA,mesophilic,NA,yes,BSL-1
Actinopolyspora lacussalsi,positive,no,rod,mesophilic,NA,yes,BSL-1
Actinopolyspora mortivallis,NA,NA,NA,NA,NA,NA,NA
Actinopolyspora mzabensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora righensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora saharensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinopolyspora salina,NA,NA,NA,mesophilic,NA,NA,NA
Actinopolyspora salinaria,positive,NA,NA,NA,NA,NA,BSL-1
Actinopolyspora xinjiangensis,positive,NA,NA,mesophilic,NA,NA,BSL-1
Actinorectispora indica,positive,no,rod,NA,NA,yes,NA
Actinorectispora metalli,positive,no,NA,NA,NA,NA,NA
Actinorhabdospora filicis,positive,no,NA,NA,NA,NA,BSL-1
Actinorugispora endophytica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinospica acidiphila,positive,no,rod,mesophilic,NA,yes,BSL-1
Actinospica durhamensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Actinospica robiniae,positive,no,rod,mesophilic,NA,yes,BSL-1
Actinosporangium violaceum,NA,NA,NA,NA,NA,NA,NA
Actinosynnema mirum,positive,no,NA,mesophilic,NA,yes,BSL-1
Actinosynnema pretiosum,NA,NA,NA,NA,NA,NA,NA
Actinotalea caeni,positive,no,rod,NA,NA,no,NA
Actinotalea fermentans,NA,NA,NA,mesophilic,NA,NA,NA
Actinotalea ferrariae,positive,no,rod,NA,NA,NA,BSL-1
Actinotalea solisilvae,positive,no,rod,NA,NA,NA,NA
Actinotignum sanguinis,NA,NA,NA,mesophilic,NA,NA,NA
Actinotignum schaalii,NA,NA,NA,mesophilic,NA,NA,NA
Actinotignum urinale,NA,NA,NA,mesophilic,NA,NA,NA
Actirhodobacter atriluteus,NA,NA,NA,NA,NA,NA,NA
Acutalibacter muris,NA,NA,rod,mesophilic,NA,NA,BSL-1
Acuticoccus kalidii,NA,NA,NA,NA,NA,NA,NA
Acuticoccus kandeliae,negative,no,ovoid,NA,NA,no,NA
Acuticoccus mangrovi,NA,NA,NA,NA,NA,NA,NA
Acuticoccus sediminis,negative,NA,NA,NA,NA,NA,NA
Acuticoccus yangtzensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Adhaeretor mobilis,NA,NA,NA,psychrophilic,NA,NA,NA
Adhaeribacter aerolatus,negative,no,rod,NA,NA,no,NA
Adhaeribacter aerophilus,negative,no,rod,NA,NA,no,NA
Adhaeribacter aquaticus,negative,no,rod,mesophilic,NA,NA,BSL-1
Adhaeribacter arboris,NA,NA,NA,NA,NA,NA,NA
Adhaeribacter pallidiroseus,NA,NA,NA,NA,NA,NA,NA
Adhaeribacter radiodurans,NA,NA,NA,NA,NA,NA,NA
Adhaeribacter rhizoryzae,NA,NA,NA,NA,NA,NA,NA
Adhaeribacter swui,negative,no,rod,NA,NA,NA,NA
Adhaeribacter terrae,negative,NA,rod,NA,NA,NA,NA
Adhaeribacter terreus,negative,no,rod,NA,NA,NA,NA
Adhaeribacter terrigena,NA,NA,NA,NA,NA,NA,NA
Adlercreutzia agrestimuris,NA,NA,NA,mesophilic,NA,NA,NA
Adlercreutzia aquisgranensis,NA,NA,NA,mesophilic,NA,NA,NA
Adlercreutzia caecicola,positive,no,rod,mesophilic,NA,no,NA
Adlercreutzia caecimuris,positive,no,rod,mesophilic,NA,no,NA
Adlercreutzia hattorii,NA,NA,NA,mesophilic,NA,NA,NA
Adlercreutzia mucosicola,positive,NA,rod,mesophilic,NA,no,BSL-2
Adlercreutzia murintestinalis,NA,NA,NA,mesophilic,NA,NA,NA
Adlercreutzia muris,NA,NA,NA,mesophilic,NA,NA,NA
Adlercreutzia rubneri,NA,NA,NA,mesophilic,NA,NA,NA
Advenella alkanexedens,negative,no,coccus,NA,NA,no,NA
Advenella faeciporci,negative,no,coccus,mesophilic,NA,NA,BSL-1
Advenella incenata,NA,NA,NA,mesophilic,NA,NA,NA
Advenella kashmirensis,NA,NA,NA,NA,NA,NA,BSL-1
Advenella mandrilli,NA,NA,NA,NA,NA,NA,NA
Advenella mimigardefordensis,negative,yes,ovoid,mesophilic,NA,no,BSL-1
Aedoeadaptatus acetigenes,NA,NA,NA,mesophilic,NA,NA,NA
Aegicerativicinus sediminis,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,negative,NA,NA,NA,NA,NA,NA
Aequoribacter fuscus,negative,no,rod,NA,NA,no,NA
Aequorivita aestuarii,negative,no,rod,NA,NA,no,NA
Aequorivita antarctica,NA,NA,NA,psychrophilic,NA,NA,NA
Aequorivita aquimaris,negative,no,rod,mesophilic,NA,NA,NA
Aequorivita capsosiphonis,negative,no,rod,mesophilic,NA,NA,BSL-1
Aequorivita crocea,NA,NA,NA,psychrophilic,NA,NA,NA
Aequorivita echinoideorum,NA,NA,NA,mesophilic,NA,NA,NA
Aequorivita iocasae,NA,NA,NA,NA,NA,NA,NA
Aequorivita lipolytica,NA,NA,NA,psychrophilic,NA,NA,BSL-1
Aequorivita lutea,NA,NA,NA,NA,NA,NA,NA
Aequorivita nionensis,NA,NA,NA,NA,NA,NA,BSL-1
Aequorivita sinensis,NA,NA,NA,mesophilic,NA,NA,NA
Aequorivita soesokkakensis,NA,NA,NA,NA,NA,NA,BSL-1
Aequorivita sublithincola,negative,no,NA,psychrophilic,NA,NA,BSL-1
Aequorivita todarodis,negative,no,rod,psychrophilic,NA,NA,NA
Aequorivita viscosa,negative,no,rod,mesophilic,NA,no,BSL-1
Aequorivita vladivostokensis,NA,NA,NA,mesophilic,NA,NA,NA
Aeribacillus composti,positive,no,rod,thermophilic,NA,yes,NA
Aeribacillus pallidus,NA,NA,NA,mesophilic,NA,NA,NA
Aeriscardovia aeriphila,positive,no,rod,mesophilic,NA,no,BSL-1
Aerococcus christensenii,NA,NA,NA,mesophilic,NA,NA,NA
Aerococcus hominis,NA,NA,NA,NA,NA,NA,NA
Aerococcus sanguinicola,NA,NA,NA,mesophilic,NA,NA,NA
Aerococcus suis,NA,NA,NA,mesophilic,microaerophile,NA,NA
Aerococcus urinae,NA,NA,NA,mesophilic,NA,NA,NA
Aerococcus urinaeequi,NA,NA,NA,mesophilic,NA,NA,NA
Aerococcus urinaehominis,positive,NA,coccus,mesophilic,microaerophile,no,BSL-1
Aerococcus vaginalis,NA,NA,NA,mesophilic,microaerophile,NA,NA
Aerococcus viridans,NA,NA,NA,mesophilic,NA,NA,NA
Aeromicrobium alkaliterrae,positive,no,coccus,mesophilic,NA,no,BSL-1
Aeromicrobium camelliae,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromicrobium chenweiae,NA,NA,NA,mesophilic,NA,NA,NA
Aeromicrobium choanae,positive,no,coccus,NA,NA,no,NA
Aeromicrobium endophyticum,NA,NA,NA,NA,NA,NA,NA
Aeromicrobium erythreum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromicrobium flavum,positive,no,rod,mesophilic,NA,yes,BSL-1
Aeromicrobium ginsengisoli,positive,no,coccus,mesophilic,NA,NA,BSL-1
Aeromicrobium halocynthiae,positive,no,rod,mesophilic,NA,no,BSL-1
Aeromicrobium halotolerans,NA,NA,NA,mesophilic,NA,NA,NA
Aeromicrobium lacus,positive,no,rod,mesophilic,NA,no,NA
Aeromicrobium marinum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromicrobium massiliense,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromicrobium panacisoli,positive,NA,NA,mesophilic,NA,NA,NA
Aeromicrobium panaciterrae,positive,no,rod,mesophilic,NA,no,BSL-1
Aeromicrobium phragmitis,NA,NA,NA,mesophilic,NA,NA,NA
Aeromicrobium piscarium,NA,NA,NA,NA,NA,NA,NA
Aeromicrobium ponti,positive,no,rod,mesophilic,NA,NA,BSL-1
Aeromicrobium stalagmiti,NA,NA,NA,NA,NA,NA,NA
Aeromicrobium tamlense,positive,no,rod,mesophilic,NA,no,BSL-1
Aeromicrobium terrae,NA,NA,NA,mesophilic,NA,NA,NA
Aeromicrobium yanjiei,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas allosaccharophila,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas aquatica,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas australiensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Aeromonas bestiarum,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas bivalvium,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas caviae,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas dhakensis,NA,NA,NA,mesophilic,NA,NA,BSL-2
Aeromonas diversa,NA,NA,NA,mesophilic,NA,NA,BSL-2
Aeromonas encheleia,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas enteropelogenes,NA,NA,NA,mesophilic,NA,NA,BSL-2
Aeromonas eucrenophila,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas finlandensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas fluvialis,negative,yes,rod,mesophilic,NA,no,BSL-1
Aeromonas hydrophila,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas ichthiosmia,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas jandaei,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas lacus,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas lusitana,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas media,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas molluscorum,negative,yes,rod,mesophilic,NA,NA,BSL-1
Aeromonas piscicola,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas popoffii,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas rivipollensis,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas rivuli,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas salmonicida,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas sanarellii,negative,yes,rod,mesophilic,NA,no,BSL-1
Aeromonas schubertii,NA,NA,NA,NA,NA,NA,NA
Aeromonas simiae,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas sobria,NA,NA,NA,mesophilic,NA,NA,NA
Aeromonas taiwanensis,negative,yes,rod,mesophilic,NA,no,BSL-1
Aeromonas tecta,NA,NA,NA,mesophilic,NA,NA,BSL-1
Aeromonas veronii,NA,NA,NA,mesophilic,NA,NA,NA
Aerophototrophica crusticola,NA,NA,NA,NA,NA,NA,NA
Aeropyrum camini,negative,yes,coccus,hyperthermophilic,NA,NA,BSL-1
Aeropyrum pernix,negative,yes,coccus,hyperthermophilic,NA,NA,BSL-1
Aerosphaera taetra,NA,NA,NA,mesophilic,NA,NA,NA
