Species,anthropic/claude-3-sonnet,anthropic/claude-sonnet-4,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-r1-0528,google/gemini-2.5-flash,google/gemini-2.5-flash-lite,google/gemma-3-27b-it,meta-llama/llama-3.3-70b-instruct,mistralai/mistral-nemo,moonshotai/kimi-k2,openai/gpt-4,openai/gpt-4.1,openai/gpt-4.1-nano,openai/gpt-4o,openai/gpt-4o-mini,openai/gpt-5,openai/gpt-5-nano,openai/gpt-oss-120b,openai/gpt-oss-20b,openai/o4-mini,perplexity/sonar-reasoning-pro,x-ai/grok-3-mini
Rickettsia rickettsii,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Acinetobacter lwoffii,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Limited,Extensive
Streptococcus equi,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Paenibacillus polymyxa,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Streptomyces avermitilis,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Mycobacterium ulcerans,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Fusobacterium necrophorum,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate
Lactobacillus johnsonii,Moderate,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive
Bifidobacterium adolescentis,Extensive,Extensive,Extensive,Extensive,NA,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Staphylococcus hominis,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive
Providencia rettgeri,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Limited,Moderate
Shewanella putrefaciens,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Limited,Extensive
Streptococcus gordonii,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Burkholderia mallei,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive
Streptomyces viridochromogenes,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Limited,Extensive
Streptococcus dysgalactiae,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Mycobacterium kansasii,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Actinomyces naeslundii,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,NA,Extensive
Streptomyces hygroscopicus,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Limited,Extensive
Rhodococcus erythropolis,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Achromobacter xylosoxidans,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Streptococcus uberis,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Citrobacter koseri,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Clostridium sporogenes,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Actinomyces viscosus,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Limited,Extensive
Shigella boydii,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Limited,Extensive,Extensive,Extensive,Moderate,Extensive
Providencia stuartii,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,NA,Extensive,Moderate,Extensive
Pectobacterium carotovorum,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Erysipelothrix rhusiopathiae,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Rickettsia prowazekii,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Desulfovibrio vulgaris,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,NA,Extensive
Bordetella parapertussis,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive
Nocardia asteroides,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,NA,Extensive
Halobacterium salinarum,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Aeromonas veronii,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Streptococcus iniae,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,NA,Extensive
Pseudomonas chlororaphis,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Staphylococcus pseudintermedius,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Prevotella nigrescens,Moderate,Extensive,Moderate,Extensive,Limited,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive
Desulfovibrio desulfuricans,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Staphylococcus xylosus,Moderate,Extensive,Moderate,Extensive,Extensive,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Haloferax volcanii,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Lacticaseibacillus paracasei,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Propionibacterium freudenreichii,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive
Mycobacterium intracellulare,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Actinomyces oris,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,Extensive
Plesiomonas shigelloides,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Limited,Moderate
Staphylococcus lugdunensis,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive
Nitrosomonas europaea,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Mycoplasma mycoides,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Bacteroides ovatus,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,NA,Extensive
Flavobacterium columnare,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Pseudomonas alcaligenes,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Moderate,Moderate,Moderate,No Result,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Moderate,Moderate,NA,Moderate
Photorhabdus luminescens,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Corynebacterium pseudotuberculosis,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Photobacterium phosphoreum,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,Moderate,Extensive
Bacillus mycoides,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate
Streptomyces venezuelae,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Corynebacterium pseudodiphtheriticum,Moderate,Moderate,Moderate,Extensive,Limited,Extensive,Moderate,Moderate,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Moderate,Extensive,Moderate,Moderate
Rickettsia conorii,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Methanosarcina barkeri,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Bartonella quintana,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Streptomyces clavuligerus,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Gluconobacter oxydans,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Clostridium pasteurianum,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Extensive
Clostridium septicum,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Corynebacterium minutissimum,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate,Moderate,Moderate,NA,No Result,Extensive,Extensive,Moderate,Moderate,Moderate,Extensive,Extensive,Moderate,Moderate,Moderate
Staphylococcus warneri,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Extensive
Aeromonas caviae,Moderate,Extensive,Moderate,Extensive,Extensive,Extensive,Moderate,Moderate,Extensive,Extensive,Moderate,No Result,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive
Enterococcus durans,Moderate,Moderate,Moderate,Extensive,Moderate,Extensive,Moderate,Moderate,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Moderate,Extensive,Moderate,Extensive,Moderate,Extensive,Limited,Moderate
Histophilus somni,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate
Streptococcus intermedius,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,No Result,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive
Limosilactobacillus fermentum,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive,Extensive
Staphylococcus capitis,Moderate,Moderate,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Moderate,No Result,Extensive,Moderate,Extensive,Extensive,Extensive,Extensive,Extensive,Moderate,Extensive,Extensive
