Binomial name	NCBI_ID	Motility	Gram staining	Aerophilicity	Extreme environment tolerance	Biofilm formation	Animal pathogenicity	Biosafety level	Health association	Host association	Plant pathogenicity	Spore formation	Hemolysis	Cell shape	Member of WA subset	Superkingdom	Phylum	Class	Order	Family	Genus	Species	FTP path	Fasta file
Phytohabitans flavus	1076124	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans flavus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/545/GCA_011764545.1_ASM1176454v1	GCA_011764545.1_ASM1176454v1_genomic.fasta
Phytohabitans rumicis	1076125	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans rumicis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/445/GCA_011764445.1_ASM1176444v1	GCA_011764445.1_ASM1176444v1_genomic.fasta
Phytohabitans houttuyneae	1076126	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans houttuyneae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/425/GCA_011764425.1_ASM1176442v1	GCA_011764425.1_ASM1176442v1_genomic.fasta
Pantoea rwandensis	1076550	TRUE	gram stain negative	NA	FALSE	NA	NA	biosafety level 1	NA	TRUE	TRUE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea rwandensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/475/GCA_000759475.1_ASM75947v1	GCA_000759475.1_ASM75947v1_genomic.fasta
Pseudomonas zeshuii	1076620	FALSE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas zeshuii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/925/GCA_900141925.1_IMG-taxon_2663762797_annotated_assembly	GCA_900141925.1_IMG-taxon_2663762797_annotated_assembly_genomic.fasta
Rhizobium laguerreae	1076926	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium laguerreae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/052/325/GCA_021052325.1_ASM2105232v1	GCA_021052325.1_ASM2105232v1_genomic.fasta
Streptomyces muensis	1077944	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	tail	TRUE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces muensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/474/425/GCA_021474425.1_ASM2147442v1	GCA_021474425.1_ASM2147442v1_genomic.fasta
Streptomyces manipurensis	1077945	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces manipurensis	NA	NA
Actinoallomurus liliacearum	1080073	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus liliacearum	NA	NA
Actinoallomurus vinaceus	1080074	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus vinaceus	NA	NA
Bradyrhizobium yuanmingense	108015	TRUE	gram stain negative	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium yuanmingense	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/157/565/GCF_005157565.1_ASM515756v1	GCF_005157565.1_ASM515756v1_genomic.fasta
Neoroseomonas soli	1081025	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neoroseomonas	Neoroseomonas soli	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/129/065/GCA_018129065.1_ASM1812906v1	GCA_018129065.1_ASM1812906v1_genomic.fasta
Magnetospirillum fulvum	1082	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	spirillum	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum fulvum	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/475/GCA_900108475.1_IMG-taxon_2597490343_annotated_assembly	GCA_900108475.1_IMG-taxon_2597490343_annotated_assembly_genomic.fasta
Comamonas nitrativorans	108437	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas nitrativorans	NA	NA
Gluconacetobacter entanii	108528	FALSE	gram stain negative	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	NA	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter entanii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/155/425/GCA_013155425.1_ASM1315542v1	GCA_013155425.1_ASM1315542v1_genomic.fasta
Allofrancisella frigidaquae	1085644	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Allofrancisella frigidaquae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/222/825/GCA_012222825.1_ASM1222282v1	GCA_012222825.1_ASM1222282v1_genomic.fasta
Mesorhizobium norvegicum	1085774	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	TRUE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium norvegicum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/919/685/GCF_004919685.1_ASM491968v1	GCF_004919685.1_ASM491968v1_genomic.fasta
Dickeya solani	1089444	TRUE	gram stain negative	NA	FALSE	TRUE	FALSE	biosafety level 1	NA	FALSE	TRUE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya solani	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/846/995/GCF_002846995.1_ASM284699v1	GCF_002846995.1_ASM284699v1_genomic.fasta
Nocardiopsis trehalosi	109329	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis trehalosi	NA	NA
Nocardiopsis tropica	109330	FALSE	gram stain positive	aerobic	TRUE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis tropica	NA	NA
Alloalcanivorax xenomutans	1094342	TRUE	gram stain negative	aerobic	TRUE	NA	FALSE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alloalcanivorax	Alloalcanivorax xenomutans	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/810/065/GCA_032810065.1_ASM3281006v1	GCA_032810065.1_ASM3281006v1_genomic.fasta
Idiomarina piscisalsi	1096243	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina piscisalsi	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/765/GCF_002211765.1_ASM221176v1	GCF_002211765.1_ASM221176v1_genomic.fasta
Thermococcus guaymasensis	110164	TRUE	gram stain negative	anaerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	coccus	FALSE	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus guaymasensis	NA	NA
Sinorhizobium terangae	110322	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium terangae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/714/365/GCF_029714365.1_ASM2971436v1	GCF_029714365.1_ASM2971436v1_genomic.fasta
Promicromonospora iranensis	1105144	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Promicromonospora	Promicromonospora iranensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/994/805/GCF_028994805.1_ASM2899480v1	GCF_028994805.1_ASM2899480v1_genomic.fasta
Saccharothrix ecbatanensis	1105145	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix ecbatanensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/205/015/GCA_014205015.1_ASM1420501v1	GCA_014205015.1_ASM1420501v1_genomic.fasta
Mycolicibacter longobardus	1108812	FALSE	gram stain positive	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter longobardus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/823/135/GCF_025823135.1_ASM2582313v1	GCF_025823135.1_ASM2582313v1_genomic.fasta
Rathayibacter festucae	110937	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter festucae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/205/GCF_009834205.1_ASM983420v1	GCF_009834205.1_ASM983420v1_genomic.fasta
Actinomyces radicidentis	111015	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 2	NA	NA	FALSE	FALSE	gamma	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces radicidentis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/565/GCF_001553565.1_ASM155356v1	GCF_001553565.1_ASM155356v1_genomic.fasta
Moritella profunda	111291	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella profunda	NA	NA
Moritella abyssi	111292	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella abyssi	NA	NA
Flavobacterium collinsii	1114861	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium collinsii	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/903/285/GCF_946903285.1_TRV642_V1	GCF_946903285.1_TRV642_V1_genomic.fasta
Flavobacterium plurextorum	1114867	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium plurextorum	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/638/035/GCF_024638035.1_ASM2463803v1	GCF_024638035.1_ASM2463803v1_genomic.fasta
Flavobacterium tructae	1114873	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium tructae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/445/GCF_002217445.1_ASM221744v1	GCF_002217445.1_ASM221744v1_genomic.fasta
Flavobacterium piscis	1114874	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium piscis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/045/GCF_002222045.1_ASM222204v1	GCF_002222045.1_ASM222204v1_genomic.fasta
Flavobacterium branchiicola	1114875	TRUE	gram stain negative	aerobic	NA	NA	TRUE	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium branchiicola	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/383/905/GCA_018383905.1_ASM1838390v1	GCA_018383905.1_ASM1838390v1_genomic.fasta
Pseudomonas ogarae	1114970	TRUE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas ogarae	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/065/GCA_000237065.1_ASM23706v1	GCA_000237065.1_ASM23706v1_genomic.fasta
Romboutsia ilealis	1115758	TRUE	gram stain positive	anaerobic	NA	NA	NA	biosafety level 1	TRUE	NA	FALSE	NA	NA	NA	FALSE	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/015/215/GCA_900015215.1_CRIB_assembly_V1	GCA_900015215.1_CRIB_assembly_V1_genomic.fasta
Spirillospora rubra	111797	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Spirillospora	Spirillospora rubra	NA	NA
Actinomadura fibrosa	111802	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura fibrosa	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/659/615/GCA_900659615.1_LMG29177_FinalContigs.fasta.gz	GCA_900659615.1_LMG29177_FinalContigs.fasta.gz_genomic.fasta
Actinocorallia longicatena	111803	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinocorallia	Actinocorallia longicatena	NA	NA
Actinomadura oligospora	111804	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura oligospora	NA	NA
Actinomadura pelletieri	111805	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 2	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura pelletieri	NA	NA
Actinomadura yumaensis	111807	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura yumaensis	NA	NA
Psychrobacter pacificensis	112002	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter pacificensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/915/GCA_900101915.1_IMG-taxon_2599185216_annotated_assembly	GCA_900101915.1_IMG-taxon_2599185216_annotated_assembly_genomic.fasta
Chryseobacterium joostei	112234	FALSE	gram stain negative	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium joostei	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/775/GCF_003815775.1_ASM381577v1	GCF_003815775.1_ASM381577v1_genomic.fasta
Planococcus koreensis	112331	TRUE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	coccus	TRUE	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus koreensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/202/615/GCA_014202615.1_ASM1420261v1	GCA_014202615.1_ASM1420261v1_genomic.fasta
Amycolatopsis rubida	112413	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis rubida	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/345/GCA_900115345.1_IMG-taxon_2675903692_annotated_assembly	GCA_900115345.1_IMG-taxon_2675903692_annotated_assembly_genomic.fasta
Streptomyces tremellae	1124239	FALSE	gram stain positive	aerobic	FALSE	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces tremellae	NA	NA
Kribbella soli	1124743	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella soli	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/345/GCF_004331345.1_ASM433134v1	GCF_004331345.1_ASM433134v1_genomic.fasta
Kribbella sindirgiensis	1124744	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella sindirgiensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/435/GCF_004331435.1_ASM433143v1	GCF_004331435.1_ASM433143v1_genomic.fasta
Nonomuraea muscovyensis	1124761	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea muscovyensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/207/745/GCA_014207745.1_ASM1420774v1	GCA_014207745.1_ASM1420774v1_genomic.fasta
Brevibacillus fulvus	1125967	TRUE	NA	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	NA	FALSE	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/908/525/GCA_016908525.1_ASM1690852v1	GCA_016908525.1_ASM1690852v1_genomic.fasta
Halobellus rarus	1126237	TRUE	gram stain negative	aerobic	TRUE	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	TRUE	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	Halobellus rarus	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/494/595/GCF_024494595.1_ASM2449459v1	GCF_024494595.1_ASM2449459v1_genomic.fasta
Microvirga makkahensis	1128670	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga makkahensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/830/105/GCF_009830105.1_ASM983010v1	GCF_009830105.1_ASM983010v1_genomic.fasta
Microvirga arabica	1128671	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	Microvirga arabica	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/811/235/GCA_016811235.1_ASM1681123v1	GCA_016811235.1_ASM1681123v1_genomic.fasta
Nocardia sungurluensis	1128672	FALSE	gram stain positive	aerobic	FALSE	NA	TRUE	biosafety level 1	NA	TRUE	FALSE	TRUE	NA	bacillus	TRUE	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia sungurluensis	NA	NA
Pseudonocardia hierapolitana	1128676	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia hierapolitana	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/994/075/GCF_007994075.1_ASM799407v1	GCF_007994075.1_ASM799407v1_genomic.fasta
Saccharopolyspora hattusasensis	1128679	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	bacillus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora hattusasensis	NA	NA
Rhizobium helianthi	1132695	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium helianthi	NA	NA
Paracoccus rhizosphaerae	1133347	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	NA	FALSE	NA	NA	FALSE	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus rhizosphaerae	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/162/645/GCF_026162645.1_ASM2616264v1	GCF_026162645.1_ASM2616264v1_genomic.fasta
Klebsiella michiganensis	1134687	FALSE	gram stain negative	aerobic	FALSE	NA	TRUE	biosafety level 2	NA	TRUE	NA	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/139/575/GCA_015139575.1_ASM1513957v1	GCA_015139575.1_ASM1513957v1_genomic.fasta
Cryptosporangium minutisporangium	113569	FALSE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium	Cryptosporangium minutisporangium	NA	NA
Rhizobium azibense	1136135	TRUE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	FALSE	FALSE	FALSE	NA	bacillus	TRUE	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium azibense	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/342/325/GCF_004342325.1_ASM434232v1	GCF_004342325.1_ASM434232v1_genomic.fasta
Salinispora fenicalii	1137263	FALSE	gram stain positive	aerobic	FALSE	NA	FALSE	biosafety level 1	NA	FALSE	FALSE	TRUE	NA	NA	TRUE	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora fenicalii	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/514/815/GCA_000514815.1_ASM51481v1	GCA_000514815.1_ASM51481v1_genomic.fasta
Lutibacter holmesii	1137985	FALSE	gram stain negative	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	FALSE	NA	bacillus	FALSE	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter holmesii	NA	NA
Geodermatophilus tzadiensis	1137988	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	TRUE	NA	NA	FALSE	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus tzadiensis	ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/002/915/GCF_003002915.1_ASM300291v1	GCF_003002915.1_ASM300291v1_genomic.fasta
Geodermatophilus siccatus	1137991	TRUE	gram stain positive	aerobic	NA	NA	NA	biosafety level 1	NA	NA	FALSE	NA	NA	coccus	FALSE	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus siccatus	ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/785/GCA_900103785.1_IMG-taxon_2599185192_annotated_assembly	GCA_900103785.1_IMG-taxon_2599185192_annotated_assembly_genomic.fasta
