====================================================================================================
CLAUDE-3.5-SONNET BIOSAFETY: FULL COMPARISON
====================================================================================================

Fetching predictions for 'anthropic/claude-3.5-sonnet'...
Fetching ground truth biosafety levels...
Loaded 3741 ground-truth species with biosafety labels.

Building comparison table...
Total ground-truth species compared: 3741
Status counts:
  match: 3252
  mismatch: 456
  missing: 33

Mismatches by ground-truth → predicted:
  BSL-1 → BSL-2: 368
  BSL-2 → BSL-1: 79
  BSL-1 → BSL-3: 6
  BSL-2 → BSL-3: 3

FULL TABLE (species, GT, Claude, status):
Species                                  |   GT    | Claude  |  Status  
Bartonella queenslandensis               |  BSL-2  |  BSL-2  |   match  
Bartonella quintana                      |  BSL-2  |  BSL-2  |   match  
Bartonella raoultii                      |  BSL-2  |  BSL-2  |   match  
Bartonella rattaustraliani               |  BSL-2  |  BSL-2  |   match  
Bartonella refiksaydamii                 |  BSL-2  |  BSL-2  |   match  
Bartonella silvatica                     |  BSL-2  |  BSL-2  |   match  
Bartonella taylorii                      |  BSL-2  |  BSL-2  |   match  
Bartonella vinsonii                      |  BSL-2  |  BSL-2  |   match  
Bdellovibrio bacteriovorus               |  BSL-1  |  BSL-1  |   match  
Bergeyella zoohelcum                     |  BSL-1  |  BSL-2  | mismatch 
Bhargavaea beijingensis                  |  BSL-1  |  BSL-1  |   match  
Bhargavaea cecembensis                   |  BSL-1  |  BSL-1  |   match  
Bhargavaea ginsengi                      |  BSL-1  |  BSL-1  |   match  
Bhargavaea massiliensis                  |  BSL-1  |  BSL-1  |   match  
Bhargavaea ullalensis                    |  BSL-1  |  BSL-1  |   match  
Bibersteinia trehalosi                   |  BSL-2  |  BSL-2  |   match  
Bifidobacterium adolescentis             |  BSL-1  |  BSL-1  |   match  
Bifidobacterium animalis                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium anseris                  |  BSL-1  |  BSL-1  |   match  
Bifidobacterium apri                     |  BSL-1  |  BSL-1  |   match  
Bifidobacterium bifidum                  |  BSL-1  |  BSL-1  |   match  
Bifidobacterium boum                     |  BSL-1  |  BSL-1  |   match  
Bifidobacterium callimiconis             |  BSL-1  |  BSL-1  |   match  
Bifidobacterium canis                    |  BSL-1  |  BSL-1  |   match  
Bifidobacterium castoris                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium catulorum                |  BSL-1  |  BSL-1  |   match  
Bifidobacterium choerinum                |  BSL-1  |  BSL-1  |   match  
Bifidobacterium criceti                  |  BSL-1  |  BSL-1  |   match  
Bifidobacterium dentium                  |  BSL-2  |  BSL-1  | mismatch 
Bifidobacterium eulemuris                |  BSL-1  |  BSL-1  |   match  
Bifidobacterium goeldii                  |  BSL-1  |  BSL-1  |   match  
Bifidobacterium imperatoris              |  BSL-1  |  BSL-1  |   match  
Bifidobacterium italicum                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium lemurum                  |  BSL-1  |  BSL-1  |   match  
Bifidobacterium longum                   |  BSL-1  |  BSL-1  |   match  
Bifidobacterium margollesii              |  BSL-1  |  BSL-1  |   match  
Bifidobacterium olomucense               |  BSL-1  |  BSL-1  |   match  
Bifidobacterium porcinum                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium primatium                |  BSL-1  |  BSL-1  |   match  
Bifidobacterium pseudocatenulatum        |  BSL-1  |  BSL-1  |   match  
Bifidobacterium pullorum                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium samirii                  |  BSL-1  |  BSL-1  |   match  
Bifidobacterium scaligerum               |  BSL-1  |  BSL-1  |   match  
Bifidobacterium simiarum                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium thermophilum             |  BSL-1  |  BSL-1  |   match  
Bifidobacterium tissieri                 |  BSL-1  |  BSL-1  |   match  
Bifidobacterium vansinderenii            |  BSL-1  |  BSL-1  |   match  
Bilophila wadsworthia                    |  BSL-2  |  BSL-2  |   match  
Bizionia argentinensis                   |  BSL-1  |  BSL-1  |   match  
Blastomonas fulva                        |  BSL-1  |  BSL-1  |   match  
Blautia hydrogenotrophica                |  BSL-1  |  BSL-1  |   match  
Bordetella avium                         |  BSL-2  |  BSL-2  |   match  
Bordetella bronchiseptica                |  BSL-2  |  BSL-2  |   match  
Bordetella muralis                       |  BSL-2  |  BSL-2  |   match  
Bordetella parapertussis                 |  BSL-2  |  BSL-2  |   match  
Bordetella petrii                        |  BSL-2  |  BSL-2  |   match  
Bordetella pseudohinzii                  |  BSL-2  |  BSL-2  |   match  
Bordetella trematum                      |  BSL-2  |  BSL-2  |   match  
Bordetella tumbae                        |  BSL-2  |  BSL-2  |   match  
Bordetella tumulicola                    |  BSL-2  |  BSL-1  | mismatch 
Borreliella afzelii                      |  BSL-2  |  BSL-2  |   match  
Borreliella americana                    |  BSL-1  |  BSL-2  | mismatch 
Borreliella burgdorferi                  |  BSL-2  |  BSL-2  |   match  
Borreliella californiensis               |  BSL-1  |  BSL-2  | mismatch 
Borreliella carolinensis                 |  BSL-1  |  BSL-2  | mismatch 
Borreliella garinii                      |  BSL-2  |  BSL-2  |   match  
Borreliella lanei                        |  BSL-1  |  BSL-2  | mismatch 
Borreliella mayonii                      |  BSL-1  |  BSL-2  | mismatch 
Borreliella sinica                       |  BSL-1  |  BSL-2  | mismatch 
Borreliella spielmanii                   |  BSL-2  |  BSL-2  |   match  
Borreliella tanukii                      |  BSL-1  |  BSL-2  | mismatch 
Borreliella turdi                        |  BSL-1  |  BSL-2  | mismatch 
Borreliella yangtzensis                  |  BSL-2  |  BSL-2  |   match  
Brachybacterium aquaticum                |  BSL-1  |  BSL-1  |   match  
Brachybacterium atlanticum               |  BSL-1  |  BSL-1  |   match  
Brachybacterium conglomeratum            |  BSL-1  |  BSL-1  |   match  
Brachybacterium endophyticum             |  BSL-1  |  BSL-1  |   match  
Brachybacterium fresconis                |  BSL-1  |  BSL-1  |   match  
Brachybacterium halotolerans             |  BSL-1  |  BSL-1  |   match  
Brachybacterium kimchii                  |  BSL-1  |  BSL-1  |   match  
Brachybacterium muris                    |  BSL-1  |  BSL-1  |   match  
Brachybacterium paraconglomeratum        |  BSL-1  |  BSL-1  |   match  
Brachybacterium sacelli                  |  BSL-1  |  BSL-1  |   match  
Brachybacterium saurashtrense            |  BSL-1  |  BSL-1  |   match  
Brachybacterium zhongshanense            |  BSL-1  |  BSL-1  |   match  
Brachyspira alvinipulli                  |  BSL-2  |  BSL-2  |   match  
Brachyspira hampsonii                    |  BSL-2  |  BSL-2  |   match  
Brachyspira hyodysenteriae               |  BSL-2  |  BSL-2  |   match  
Brachyspira innocens                     |  BSL-2  |  BSL-2  |   match  
Brachyspira suanatina                    |  BSL-2  |  BSL-2  |   match  
Bradyrhizobium agreste                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium algeriense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium americanum                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium amphicarpaeae             |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium arachidis                 |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium archetypum                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium australafricanum          |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium australiense              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium betae                     |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium cajani                    |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium canariense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium cenepequi                 |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium centrosematis             |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium commune                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium cosmicum                  |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium daqingense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium diversitatis              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium elkanii                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium embrapense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium erythrophlei              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium ferriligni                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium frederickii               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium ganzhouense               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium glycinis                  |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium guangdongense             |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium guangxiense               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium hereditatis               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium huanghuaihaiense          |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium icense                    |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium ingae                     |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium iriomotense               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium jicamae                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium kavangense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium lablabi                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium liaoningense              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium lupini                    |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium manausense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium mercantei                 |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium murdochi                  |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium namibiense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium nanningense               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium neotropicale              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium niftali                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium nitroreducens             |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium ottawaense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium pachyrhizi                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium paxllaeri                 |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium quebecense                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium retamae                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium rifense                   |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium ripae                     |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium sediminis                 |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium semiaridum                |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium septentrionale            |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium shewense                  |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium stylosanthis              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium subterraneum              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium symbiodeficiens           |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium tropiciagri               |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium vignae                    |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium viridifuturi              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium yuanmingense              |  BSL-1  |  BSL-1  |   match  
Bradyrhizobium zhengyangense             |  BSL-1  |  BSL-1  |   match  
Brenneria goodwinii                      |  BSL-1  |  BSL-1  |   match  
Brevibacillus agri                       |  BSL-1  |  BSL-1  |   match  
Brevibacillus borstelensis               |  BSL-1  |  BSL-1  |   match  
Brevibacillus brevis                     |  BSL-1  |  BSL-1  |   match  
Brevibacillus centrosporus               |  BSL-1  |  BSL-1  |   match  
Brevibacillus choshinensis               |  BSL-1  |  BSL-1  |   match  
Brevibacillus formosus                   |  BSL-1  |  BSL-1  |   match  
Brevibacillus fortis                     |  BSL-1  |  BSL-1  |   match  
Brevibacillus gelatini                   |  BSL-1  |  BSL-1  |   match  
Brevibacillus invocatus                  |  BSL-1  |  BSL-1  |   match  
Brevibacillus limnophilus                |  BSL-1  |  BSL-1  |   match  
Brevibacillus nitrificans                |  BSL-1  |  BSL-1  |   match  
Brevibacillus panacihumi                 |  BSL-1  |  BSL-1  |   match  
Brevibacillus parabrevis                 |  BSL-1  |  BSL-1  |   match  
Brevibacillus porteri                    |  BSL-1  |  BSL-1  |   match  
Brevibacillus reuszeri                   |  BSL-1  |  BSL-1  |   match  
Brevibacillus schisleri                  |  BSL-1  |  BSL-1  |   match  
Brevibacterium atlanticum                |  BSL-1  |  BSL-1  |   match  
Brevibacterium casei                     |  BSL-2  |  BSL-1  | mismatch 
Brevibacterium daeguense                 |  BSL-1  |  BSL-1  |   match  
Brevibacterium jeotgali                  |  BSL-1  |  BSL-1  |   match  
Brevibacterium linens                    |  BSL-1  |  BSL-1  |   match  
Brevibacterium pityocampae               |  BSL-1  |  BSL-1  |   match  
Brevibacterium ravenspurgense            |  BSL-1  |  BSL-1  |   match  
Brevibacterium senegalense               |  BSL-1  |  BSL-1  |   match  
Brevibacterium yomogidense               |  BSL-1  |  BSL-1  |   match  
Brevundimonas diminuta                   |  BSL-1  |  BSL-1  |   match  
Brucella anthropi                        |  BSL-2  |  BSL-2  |   match  
Brucella cytisi                          |  BSL-1  |  BSL-3  | mismatch 
Brucella grignonensis                    |  BSL-1  |  BSL-2  | mismatch 
Brucella haematophila                    |  BSL-1  |  BSL-3  | mismatch 
Brucella lupini                          |  BSL-2  |  BSL-3  | mismatch 
Brucella melitensis                      |  BSL-3  |  BSL-3  |   match  
Brucella oryzae                          |  BSL-1  |  BSL-2  | mismatch 
Brucella papionis                        |  BSL-2  |  BSL-3  | mismatch 
Brucella pecoris                         |  BSL-1  |  BSL-3  | mismatch 
Brucella pseudintermedia                 |  BSL-1  |  BSL-3  | mismatch 
Brucella pseudogrignonensis              |  BSL-1  |  BSL-2  | mismatch 
Brucella tritici                         |  BSL-1  |  BSL-3  | mismatch 
Burkholderia aenigmatica                 |  BSL-2  |  BSL-2  |   match  
Burkholderia ambifaria                   |  BSL-2  |  BSL-2  |   match  
Burkholderia anthina                     |  BSL-1  |  BSL-2  | mismatch 
Burkholderia arboris                     |  BSL-2  |  BSL-2  |   match  
Burkholderia catarinensis                |  BSL-2  |  BSL-2  |   match  
Burkholderia cenocepacia                 |  BSL-2  |  BSL-2  |   match  
Burkholderia cepacia                     |  BSL-2  |  BSL-2  |   match  
Burkholderia contaminans                 |  BSL-2  |  BSL-2  |   match  
Burkholderia diffusa                     |  BSL-2  |  BSL-2  |   match  
Burkholderia dolosa                      |  BSL-2  |  BSL-2  |   match  
Burkholderia gladioli                    |  BSL-2  |  BSL-2  |   match  
Burkholderia guangdongensis              |  BSL-2  |  BSL-2  |   match  
Burkholderia humptydooensis              |  BSL-2  |  BSL-2  |   match  
Burkholderia lata                        |  BSL-1  |  BSL-2  | mismatch 
Burkholderia latens                      |  BSL-2  |  BSL-2  |   match  
Burkholderia mayonis                     |  BSL-2  |  BSL-2  |   match  
Burkholderia metallica                   |  BSL-2  |  BSL-2  |   match  
Burkholderia orbicola                    |  BSL-2  |  BSL-2  |   match  
Burkholderia plantarii                   |  BSL-1  |  BSL-2  | mismatch 
Burkholderia pseudomallei                |  BSL-3  |  BSL-3  |   match  
Burkholderia pseudomultivorans           |  BSL-2  |  BSL-2  |   match  
Burkholderia puraquae                    |  BSL-2  |  BSL-2  |   match  
Burkholderia pyrrocinia                  |  BSL-1  |  BSL-2  | mismatch 
Burkholderia savannae                    |  BSL-2  |  BSL-2  |   match  
Burkholderia singularis                  |  BSL-2  |  BSL-2  |   match  
Burkholderia stabilis                    |  BSL-2  |  BSL-2  |   match  
Burkholderia stagnalis                   |  BSL-2  |  BSL-2  |   match  
Burkholderia territorii                  |  BSL-1  |  BSL-2  | mismatch 
Burkholderia ubonensis                   |  BSL-1  |  BSL-2  | mismatch 
Burkholderia vietnamiensis               |  BSL-2  |  BSL-2  |   match  
Caballeronia arationis                   |  BSL-1  |  BSL-1  |   match  
Caballeronia calidae                     |  BSL-1  |  BSL-1  |   match  
Caballeronia catudaia                    |  BSL-1  |  BSL-1  |   match  
